letter_grade,course_grade,Assig_1_full_40,Assig_2_full_40,Assig_3_full_40,proj_1_100,proj_2_100,proj_3_100,final_exam_100,peer_feedback_100,birth_country,residence_country,gender,age,primary_language,english_fluency,time_zone,occupation,highest_education,expected_hours_spent,formal_class_prog_taken,C,C#,C++,Java,JavaScript,Lisp,Objective C,Perl,PHP,Python,Ruby,Shell,Swift,Visual Basic,Other (specify below),years_programming,prior_omscs_classes_completed,besides_KBAI_how_many_classes,moocs_completed_outside_OMSCS,qtr_proj1_confidence,qtr_proj2_confidence,qtr_piazza_opinion,qtr_peerfeedback_opinion,qtr_on_piazza,qtr_email,qtr_hipchat,qrt_gplus,qtr_other_chat,qtr_phone,qtr_facebook,qtr_in_person,CS6210_Completed,CS8803_Completed,CS6250_Completed,CS7641_Completed,CS6300_Completed,CS6310_Completed,CS4495_Completed,CS6475_Completed,CS6505_Completed,CS6290_Completed,CS8803_Completed,CS6440_Completed,mid_proj2_confidence,mid_proj3_confidence,mid_piazza_opinion,mid_peerfeedback_opinion,mid_on_piazza,mid_email,mid_hipchat,qrt_gplus,mid_other_chat,mid_phone,mid_facebook,mid_in_person,final_proj3_confidence,hours_spent,lessons_watched,exercises_completed,forum_visit_frequency,final_on_piazza,final_email,final_hipchat,qrt_gplus,final_other_chat,final_phone,final_facebook,final_in_person,watch_out_order,fall_behind,get_ahead,rewatch_full_lesson,rewatch_partial_lesson,view_answer_after_1incorrect,repeat_exercise_until_correct,skip_exercise,correct_first_attempt,access_from_mobile,download_videos,piazza_answers,piazza_days,piazza_asks,piazza_posts,piazza_views,total_lecture_time,overal_lecture_views,lecture_1_views,lecture_2_views,lecture_3_views,lecture_4_views,lecture_5_views,lecture_6_views,lecture_7_views,lecture_8_views,lecture_9_views,lecture_10_views,lecture_11_views,lecture_12_views,lecture_13_views,lecture_14_views,lecture_15_views,lecture_16_views,lecture_17_views,lecture_18_views,lecture_19_views,lecture_20_views,lecture_21_views,lecture_22_views,lecture_23_views,lecture_24_views,lecture_25_views,lecture_26_views,lecture_1_pace,lecture_2_pace,lecture_3_pace,lecture_4_pace,lecture_5_pace,lecture_6_pace,lecture_7_pace,lecture_8_pace,lecture_9_pace,lecture_10_pace,lecture_11_pace,lecture_12_pace,lecture_13_pace,lecture_14_pace,lecture_15_pace,lecture_16_pace,lecture_17_pace,lecture_18_pace,lecture_19_pace,lecture_20_pace,lecture_21_pace,lecture_22_pace,lecture_23_pace,lecture_24_pace,lecture_25_pace,lecture_26_pace,overall_pace
2,59.54,30,33,35,68,59,57,93,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12.5,1,0,4,Very confident,Somewhat confident,6 - Agree,7 - Strongly Agree,1,1,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,6 - Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,18 - 21 hours per week,15 to 20,Most of them,Multiple times daily,1,1,0,0,0,0,0,0,3 - Occasionally,3 - Occasionally,1 - Never,2 - Rarely,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,Never,Never,1,59,2,47,223,23105,0.704968944,1.181818182,1.090909091,1.823529412,1.684210526,1.272727273,0.793103448,1.285714286,1.5625,1.34375,0.029411765,2.041666667,0.666666667,0.702702703,0,0,0.3,0,0,0.827586207,0,0,0,0,0,0,0,On-time,On-time,Late,On-time,On-time,On-time,On-time,Late,Late,Late,On-time,On-time,On-time,Unknown,Unknown,Late,Unknown,Unknown,On-time,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,59.84,32,22,28,73,64,60,100,13,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17.5,3,0,0,Somewhat unconfident,Somewhat unconfident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Somewhat unconfident,Very unconfident,5 - Agree Slightly,3 - Disagree Slightly,0,0,0,0,0,0,0,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,2 - Rarely,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,Never,Never,0,0,0,0,0,69591,1.639751553,1.636363636,1.090909091,1.176470588,1.210526316,1.242424242,1.896551724,1.571428571,1.875,1.4375,1.764705882,1,1.541666667,1.135135135,1.166666667,1.318181818,3.15,1.333333333,1.2,2.034482759,1.55,1.105263158,4.352941176,1.541666667,2.25,3.75,2,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,Early,Early,Early,Early,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,On-time
0,27.32,29,22,31,69,18,0,0,10,Other,USA,M,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,12.5,2,0,7.5,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Very unconfident,Neither confident nor unconfident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very unconfident,9 - 12 hours per week,All 26,Around half of them,A few times a week,1,0,0,0,0,0,0,0,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,Never,Occasionally,0,0,0,0,0,5,0.001552795,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On-time,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,61.52,25,27,29,83,73,56,97,13,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,12.5,7,0,4,Very confident,Somewhat confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Somewhat confident,Neither confident nor unconfident,6 - Agree,5 - Agree Slightly,1,1,0,0,0,0,0,0,Somewhat unconfident,9 - 12 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,3 - Occasionally,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,98,0,10,264,45752,1.420807453,1.272727273,1.333333333,1.529411765,2.105263158,2.272727273,1.655172414,3.142857143,2.375,1.65625,1.882352941,1.041666667,0.5,1.162162162,1.166666667,1.045454545,0.95,1.388888889,1.133333333,1.517241379,1.9,1,1.411764706,0.958333333,0.75,1.0625,1.117647059,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,On-time,On-time,Early,Early,Early,Early,Early,On-time,On-time,On-time,Early,Early,On-time,On-time,On-time,Early,Early,Early,On-time
3,66.71,35,33,38,75,55,88,100,13,Other,Other,M,25-34,Non-English,Fully fluent non-native,Asia,Primary Computing or Software,Bachelors Degree,15-18 hours per week,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,No Answer,Very confident,N/A - I have not used Piazza significantly.,6 - Agree,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Somewhat confident,Neither confident nor unconfident,6 - Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,63,5,30,167,79198,2.846273292,2.545454545,1.636363636,3.323529412,1.631578947,3.151515152,3.655172414,2.619047619,1.4375,3.875,3.529411765,4.041666667,3.229166667,3.459459459,3.333333333,3.818181818,1.65,4.055555556,1.366666667,1.965517241,1.65,3.631578947,1.588235294,1.25,3.083333333,4.4375,3.058823529,On-time,On-time,On-time,Early,On-time,On-time,Early,On-time,On-time,On-time,Early,On-time,On-time,Early,On-time,On-time,Late,Late,On-time,On-time,On-time,Late,Late,Late,Early,On-time,On-time
3,64.73,31,32,35,85,86,47,93,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,15-18 hours per week,Yes,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,12.5,1,0,0,Somewhat unconfident,Somewhat unconfident,5 - Agree Slightly,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat unconfident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Somewhat unconfident,21 or more hours per week,All 26,All of them,Multiple times daily,0,0,0,0,0,0,0,0,1 - Never,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,Occasionally,Never,1,101,0,28,613,67575,1.782608696,0.136363636,1.181818182,1.235294118,1.315789474,1.303030303,1.896551724,2.047619048,2.1875,1.40625,1.323529412,2.25,1.229166667,1.108108108,2.5,4.272727273,3.8,3.166666667,1.5,1.448275862,1.85,2.526315789,2.882352941,1.166666667,1.25,1.4375,3.529411765,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,Late,Late,On-time,Late,Late,On-time,Late,On-time,Early,Early,On-time
3,66.71,34,37,28,96,68,66,97,11,USA,USA,M,45-54,English,Native speaker,North American,Primary Computing or Software,Masters Degree,3-6 hours per week,Yes,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,20,2,0,1,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,20 to 25,Most of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,1 - Never,4 - Frequently,Never,Frequently,0,95,0,48,415,42141,1.133540373,1.090909091,1.242424242,1.5,1.105263158,1.181818182,1.206896552,1.238095238,1.0625,1.15625,1.058823529,1.166666667,1.125,1.324324324,1.111111111,1.409090909,1.2,1.055555556,1.133333333,1.75862069,1.1,0.631578947,1.117647059,1.583333333,0.166666667,0,0,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,On-time,Early,Late,Late,Late,Late,On-time,On-time,Late,On-time,On-time,Early,Unknown,Unknown,On-time
3,69.46,37,34,28,95,84,72,95,10,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,7.5,4,0,1,Somewhat confident,Somewhat confident,6 - Agree,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Somewhat confident,Somewhat unconfident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Somewhat confident,18 - 21 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,1 - Never,4 - Frequently,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,51473,1.448757764,2.090909091,2.03030303,1.352941176,1,1.272727273,1.482758621,1.095238095,1.1875,1.46875,1.058823529,1.375,0.895833333,1.675675676,2.277777778,1.772727273,1.5,1.944444444,1.233333333,1.379310345,1.6,1.473684211,1.352941176,1.708333333,1.833333333,1.1875,1.176470588,On-time,Late,Late,On-time,On-time,On-time,Late,Late,Late,Late,On-time,Late,Late,On-time,On-time,On-time,Late,Late,On-time,On-time,Late,On-time,On-time,Late,Early,Early,On-time
0,12.51,28,8,0,40,0,0,0,6,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,15-18 hours per week,Yes,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,Somewhat unconfident,Somewhat confident,No Answer,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,9,0,1,34,26186,1.639751553,2.863636364,2.848484848,3.382352941,2.210526316,1.212121212,3,3.380952381,3,2.5,1.382352941,2.541666667,3.75,1.108108108,3.555555556,0,1.15,0,0,0,0,0,0,0,0,0,0,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,On-time,Late,Early,On-time,On-time,Late,Unknown,Late,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,55.26,31,32,29,81,52,38,84,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.5,4,0,4,Somewhat confident,Very confident,5 - Agree Slightly,4 - Neither Agree nor Disagree,1,1,0,1,0,0,0,0,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Very confident,Somewhat unconfident,5 - Agree Slightly,4 - Neither Agree nor Disagree,1,1,0,1,0,0,0,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,A few times a week,1,0,0,1,0,0,0,0,1 - Never,1 - Never,2 - Rarely,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,45286,1.470496894,1.909090909,1.515151515,1.617647059,1.684210526,1.727272727,2.24137931,1.714285714,1.375,1.75,1.529411765,1.833333333,1.125,1.27027027,1.555555556,1,1.7,1.166666667,1.2,1.379310345,1.2,1.315789474,1.058823529,1.166666667,1,1.5625,1.294117647,On-time,On-time,On-time,Early,On-time,On-time,Early,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,On-time,On-time,Late,On-time,Early,Early,On-time
0,5.64,34,0,0,0,0,0,0,3,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,High School,3-6 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,2.5,Neither confident nor unconfident,Somewhat confident,2 - Disagree,2 - Disagree,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,26707,0.854037267,1.590909091,1.242424242,1.117647059,1.052631579,1.393939394,1.413793103,1.619047619,1.3125,1.65625,1.323529412,1.291666667,1.229166667,1.216216216,1.277777778,0.454545455,0.3,0.111111111,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,53.74,35,25,39,67,43,32,96,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,3-6 hours per week,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,2.5,Very unconfident,Neither confident nor unconfident,3 - Disagree Slightly,3 - Disagree Slightly,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Very unconfident,Very unconfident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,53,2,10,297,7445,0.24068323,0.863636364,1,1.588235294,0,0.96969697,0.517241379,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,On-time,On-time,On-time,Unknown,On-time,On-time,On-time,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,On-time,Unknown
3,66.71,31,30,32,84,85,76,86,13,USA,USA,F,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,2,0,4,Very confident,Very confident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Very confident,Very confident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very confident,21 or more hours per week,20 to 25,Most of them,Multiple times daily,1,0,0,0,0,0,0,0,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,Never,Frequently,0,73,3,43,299,20811,0.489130435,1.090909091,0.96969697,1.117647059,1.052631579,0,0.034482759,1.095238095,0.9375,1.09375,0.941176471,0.666666667,0,0,0.055555556,1.181818182,0.6,0,0,0,0,0,0.941176471,1,0,0,0,On-time,Late,Late,On-time,Unknown,Late,On-time,On-time,On-time,Late,Late,Unknown,Unknown,Late,Late,Late,Unknown,Unknown,Unknown,Unknown,Unknown,On-time,On-time,Unknown,Unknown,Unknown,Unknown
3,73.43,33,38,35,99,80,88,93,15,USA,USA,M,25-34,English,Native speaker,North American,Non Primary Computing,Bachelors Degree,12-15 hours per week,Yes,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,12.5,2,0,4,Very confident,Very confident,7 - Strongly Agree,6 - Agree,1,0,1,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Very confident,Somewhat confident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very confident,18 - 21 hours per week,All 26,All of them,Multiple times daily,1,0,0,0,0,0,0,0,1 - Never,5 - Always,4 - Frequently,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,Never,Rarely,0,0,0,0,0,42948,1.52173913,1.045454545,1.090909091,1.205882353,1.736842105,1.545454545,2.24137931,1.857142857,2,1.625,1.705882353,1.916666667,1.166666667,1.783783784,2.277777778,2.045454545,1.85,1.444444444,1.8,1.586206897,1.15,1.842105263,0.352941176,0.583333333,1.166666667,0.9375,1.529411765,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Late,Early,On-time,On-time,Early,Early,Late,Late,Late,On-time,On-time,Late,Late,Late,On-time,On-time,On-time,On-time
3,67.93,35,32,37,85,75,75,93,13,Other,USA,F,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,2,0,2.5,Somewhat confident,Somewhat unconfident,7 - Strongly Agree,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Somewhat confident,Neither confident nor unconfident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very confident,12 - 15 hours per week,20 to 25,Most of them,A few times a week,1,0,0,0,0,0,0,0,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Never,Rarely,0,0,0,0,0,36031,1.218944099,1.045454545,1.181818182,1.264705882,1.315789474,1,1.379310345,1.476190476,1.25,1.03125,1.411764706,1.5,1.375,2.486486486,1.444444444,1.363636364,1.5,0.944444444,1.133333333,2.103448276,1.1,1.421052632,0,0,0.25,0.375,0,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,Late,Late,Late,On-time,On-time,On-time,Unknown,Unknown,Late,Early,Unknown,On-time
3,73.58,34,40,37,94,87,82,98,10,USA,USA,F,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Somewhat confident,Somewhat unconfident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat unconfident,7 - Strongly Agree,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,Very confident,3 - 6 hours per week,5 to 10,A few of them,Once per day,1,0,0,0,0,0,0,0,4 - Frequently,4 - Frequently,1 - Never,1 - Never,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,Never,Never,0,65,15,54,274,18007,0.590062112,1.454545455,1.03030303,1.705882353,1.105263158,1.090909091,1.896551724,1.619047619,1.5,0.4375,0,0,0,0,0,0,1.45,0,0.3,0.103448276,0,0,0.647058824,0.041666667,0,0,1.117647059,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,On-time,Unknown,Late,Late,Unknown,Unknown,On-time,Late,Unknown,Unknown,On-time,Unknown
2,51.9,30,10,39,53,41,58,94,15,Other,Other,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Masters Degree,9-12 hours per week,Yes,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,7.5,2,0,4,Very unconfident,Very confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,Somewhat confident,9 - 12 hours per week,All 26,A few of them,A few times a week,1,0,0,0,0,0,0,0,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,Rarely,Always,0,0,0,0,0,735,0.017080745,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On-time,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,76.18,38,40,37,100,88,80,100,16,USA,USA,M,45-54,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,20,6,0,1,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,1,0,0,0,0,0,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,1,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Multiple times daily,1,0,1,0,0,0,0,0,2 - Rarely,2 - Rarely,4 - Frequently,1 - Never,2 - Rarely,1 - Never,3 - Occasionally,1 - Never,4 - Frequently,Never,Never,3,132,2,97,565,48265,1.346273292,1.636363636,1.333333333,1.411764706,1.105263158,1.121212121,1.482758621,1.428571429,1.125,1.0625,1,1.041666667,1.145833333,1.297297297,1.388888889,1.727272727,1.4,1.888888889,1.3,1.655172414,1.4,1.157894737,1.411764706,1.5,2.083333333,1.5625,1.294117647,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,On-time,Late,Late,Early,On-time,On-time,Late,Late,Late,Early,On-time,Early
3,64.12,32,38,22,74,68,74,97,15,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,0,Somewhat confident,Somewhat confident,6 - Agree,7 - Strongly Agree,1,1,1,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,Somewhat confident,15 - 18 hours per week,5 to 10,None of them,Multiple times daily,1,0,0,0,0,0,0,0,5 - Always,5 - Always,1 - Never,1 - Never,3 - Occasionally,1 - Never,1 - Never,5 - Always,1 - Never,Never,Occasionally,0,99,5,65,302,1130,0.072981366,0.090909091,0,0.029411765,0,0.03030303,0.034482759,0,0.25,0,0,0.041666667,0,0,0,0.681818182,1,0.111111111,0,0,0,0,0,0,0,0,0,On-time,Unknown,On-time,Unknown,Early,Early,Late,Late,Unknown,Unknown,Late,Unknown,Unknown,Unknown,On-time,On-time,On-time,Late,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,54.8,35,17,33,73,34,59,98,10,USA,USA,M,35-44,Non-English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,2,0,10,Somewhat confident,Somewhat confident,2 - Disagree,2 - Disagree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,42,5,17,111,54021,1.220496894,1.5,1.060606061,1.411764706,1.210526316,1.151515152,1.24137931,1.238095238,1.6875,1.09375,1.264705882,1.166666667,1.104166667,1.216216216,1.222222222,1,1.35,1.333333333,1.566666667,1.068965517,1,1.105263158,1.117647059,1,2,1.125,1,Late,Late,Late,Late,Late,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,Late
3,72.06,25,32,31,90,98,85,96,15,China,USA,M,35-44,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,17.5,4,0,4,Somewhat confident,Somewhat confident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Somewhat confident,Neither confident nor unconfident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,Somewhat confident,15 - 18 hours per week,20 to 25,A few of them,Multiple times daily,1,0,0,0,0,0,0,0,1 - Never,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,4 - Frequently,1 - Never,Always,Always,0,0,0,0,0,392,0.057453416,0.272727273,0,0.088235294,0.052631579,0.03030303,0.034482759,0,0.0625,0,0,0.041666667,0.0625,0.054054054,0.111111111,0.090909091,0,0.166666667,0.033333333,0.068965517,0.1,0.052631579,0.058823529,0.041666667,0.083333333,0.0625,0.058823529,On-time,Unknown,On-time,Early,Late,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Unknown,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early
