letter_grade,course_grade,Assig_1_full_40,Assig_2_full_40,Assig_3_full_40,proj_1_100,proj_2_100,proj_3_100,final_exam_100,peer_feedback_100,birth_country,residence_country,gender,age,primary_language,english_fluency,time_zone,occupation,highest_education,expected_hours_spent,formal_class_prog_taken,C,C#,C++,Java,JavaScript,Lisp,Objective C,Perl,PHP,Python,Ruby,Shell,Swift,Visual Basic,Other (specify below),years_programming,prior_omscs_classes_completed,besides_KBAI_how_many_classes,moocs_completed_outside_OMSCS,qtr_proj1_confidence,qtr_proj2_confidence,qtr_piazza_opinion,qtr_peerfeedback_opinion,qtr_on_piazza,qtr_email,qtr_hipchat,qrt_gplus,qtr_other_chat,qtr_phone,qtr_facebook,qtr_in_person,CS6210_Completed,CS8803_Completed,CS6250_Completed,CS7641_Completed,CS6300_Completed,CS6310_Completed,CS4495_Completed,CS6475_Completed,CS6505_Completed,CS6290_Completed,CS8803_Completed,CS6440_Completed,mid_proj2_confidence,mid_proj3_confidence,mid_piazza_opinion,mid_peerfeedback_opinion,mid_on_piazza,mid_email,mid_hipchat,qrt_gplus,mid_other_chat,mid_phone,mid_facebook,mid_in_person,final_proj3_confidence,hours_spent,lessons_watched,exercises_completed,forum_visit_frequency,final_on_piazza,final_email,final_hipchat,qrt_gplus,final_other_chat,final_phone,final_facebook,final_in_person,watch_out_order,fall_behind,get_ahead,rewatch_full_lesson,rewatch_partial_lesson,view_answer_after_1incorrect,repeat_exercise_until_correct,skip_exercise,correct_first_attempt,access_from_mobile,download_videos,piazza_answers,piazza_days,piazza_asks,piazza_posts,piazza_views,total_lecture_time,overal_lecture_views,lecture_1_views,lecture_2_views,lecture_3_views,lecture_4_views,lecture_5_views,lecture_6_views,lecture_7_views,lecture_8_views,lecture_9_views,lecture_10_views,lecture_11_views,lecture_12_views,lecture_13_views,lecture_14_views,lecture_15_views,lecture_16_views,lecture_17_views,lecture_18_views,lecture_19_views,lecture_20_views,lecture_21_views,lecture_22_views,lecture_23_views,lecture_24_views,lecture_25_views,lecture_26_views,lecture_1_pace,lecture_2_pace,lecture_3_pace,lecture_4_pace,lecture_5_pace,lecture_6_pace,lecture_7_pace,lecture_8_pace,lecture_9_pace,lecture_10_pace,lecture_11_pace,lecture_12_pace,lecture_13_pace,lecture_14_pace,lecture_15_pace,lecture_16_pace,lecture_17_pace,lecture_18_pace,lecture_19_pace,lecture_20_pace,lecture_21_pace,lecture_22_pace,lecture_23_pace,lecture_24_pace,lecture_25_pace,lecture_26_pace,overall_pace
3,69.46,40,38,40,89,61,80,92,15,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,3-6 hours per week,Yes,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,17.5,5,0,0,Very confident,Somewhat confident,6 - Agree,5 - Agree Slightly,1,1,0,0,0,0,0,0,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Somewhat confident,Neither confident nor unconfident,5 - Agree Slightly,6 - Agree,1,1,0,0,0,0,0,0,Somewhat confident,6 - 9 hours per week,20 to 25,Most of them,Once per week,1,0,0,0,0,0,0,0,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,Never,Never,0,30,0,3,78,31222,0.861801242,1.136363636,1.363636364,1.794117647,1.105263158,1.090909091,1.379310345,1,1.125,0.15625,0.176470588,0.541666667,1.291666667,1.054054054,0.555555556,1.318181818,1.05,1.111111111,1.066666667,0.034482759,0,0.210526316,0.235294118,0.041666667,0.333333333,0.75,1.470588235,On-time,Late,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,On-time,Late,Late,On-time,On-time,On-time,On-time,On-time,Late,Unknown,Late,Late,Late,Late,On-time,Early,On-time
2,56.94,22,40,40,68,47,46,97,13,USA,USA,M,25-34,English,Native speaker,North American,Non Primary Computing,Masters Degree,12-15 hours per week,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2.5,Somewhat confident,Somewhat confident,6 - Agree,5 - Agree Slightly,1,1,0,0,0,0,0,0,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Somewhat unconfident,Very confident,5 - Agree Slightly,5 - Agree Slightly,1,1,0,0,0,0,0,0,Somewhat unconfident,9 - 12 hours per week,10 to 15,Most of them,Once per week,0,1,0,0,0,0,0,0,2 - Rarely,5 - Always,1 - Never,1 - Never,3 - Occasionally,5 - Always,3 - Occasionally,2 - Rarely,4 - Frequently,Occasionally,Rarely,0,37,3,10,71,45760,1.639751553,2.272727273,1.272727273,1.764705882,1.368421053,1.575757576,1.689655172,1.428571429,1.8125,2.09375,1.382352941,1.625,1.479166667,1.972972973,1.666666667,1.954545455,2.2,2,1.3,1.24137931,1.25,1.526315789,2.352941176,1.25,0,2.3125,1.823529412,On-time,On-time,Late,Late,Late,Late,Late,Late,Late,Late,Late,Late,Late,Late,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,Unknown,Early,Early,Late
3,63.2,35,28,29,77,67,80,87,11,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,1,0,0,Neither confident nor unconfident,Neither confident nor unconfident,6 - Agree,7 - Strongly Agree,1,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,59,0,6,173,46926,1.315217391,1.363636364,1.090909091,1.647058824,1.105263158,2.939393939,1.448275862,1.238095238,0.9375,1.0625,1.647058824,1.291666667,0.666666667,1.162162162,1.777777778,1,1.15,1.555555556,1.133333333,1,1.25,1.315789474,1.058823529,1.083333333,0.666666667,1.0625,2.411764706,On-time,On-time,On-time,On-time,On-time,On-time,Early,Late,Late,Late,On-time,On-time,On-time,Early,Early,Late,Late,Late,Late,Late,Late,On-time,On-time,Early,Early,Early,On-time
3,68.24,38,32,33,63,88,86,94,13,Other,USA,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.5,3,0,0,Somewhat unconfident,Somewhat confident,2 - Disagree,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Very confident,Somewhat confident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very confident,18 - 21 hours per week,All 26,Most of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,Never,Rarely,1,101,2,38,374,42280,1.718944099,1.863636364,1.727272727,1.911764706,1.421052632,0.181818182,0.034482759,1.714285714,1.6875,2.03125,2.117647059,2.083333333,1.854166667,1.621621622,2.055555556,2.954545455,2.8,2.666666667,3.033333333,1.068965517,1.4,2.421052632,1.941176471,0.208333333,0,2.125,2.176470588,On-time,Late,Late,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Unknown,On-time,On-time,On-time
2,53.74,25,30,27,58,59,52,88,13,Other,USA,M,25-34,Non-English,Fully fluent non-native,North American,Non Primary Computing,Masters Degree,9-12 hours per week,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Very unconfident,Somewhat unconfident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,59,5,14,220,51736,1.948757764,1.954545455,2.151515152,2.029411765,1.315789474,1.606060606,1.620689655,1.904761905,1.6875,1.90625,1.176470588,1.458333333,1.479166667,2.081081081,2.666666667,2.818181818,1.7,1.444444444,1.8,2.344827586,2.1,1.684210526,2.764705882,1.75,1.333333333,4.25,3.294117647,On-time,On-time,On-time,Early,Early,Early,Early,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,Late,Late,Late,Late,Late,Late,On-time,On-time,Early,Late,Early,On-time
2,60.15,18,29,34,83,59,70,88,13,China,USA,M,35-44,Non-English,Fully fluent non-native,North American,Non Primary Computing,Doctoral Degree,18-21 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,4,Somewhat confident,Somewhat confident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,126,4,40,524,89550,3.482919255,4.090909091,3.515151515,5.411764706,6.105263158,4.878787879,5.379310345,5.142857143,4.0625,4.84375,4.029411765,1.541666667,3.791666667,4.108108108,4.111111111,2.318181818,4,2.722222222,1.9,0,0,0.315789474,3.117647059,0,5.583333333,4.25,4.588235294,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,On-time,Early,Early,On-time,Early,Early,Early,Late,Late,Unknown,Unknown,Late,On-time,Unknown,Late,Late,Early,Early
3,71.45,29,40,40,95,73,82,94,15,Other,USA,M,45-54,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,No,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,17.5,2,0,10,Somewhat confident,Neither confident nor unconfident,6 - Agree,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat confident,Very unconfident,5 - Agree Slightly,3 - Disagree Slightly,1,0,0,0,0,0,0,0,Neither confident nor unconfident,18 - 21 hours per week,All 26,Most of them,A few times a week,1,0,0,0,0,0,0,0,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,Never,Frequently,1,96,7,62,193,46588,1.434782609,1.272727273,1.272727273,1.294117647,1.105263158,1.03030303,1.137931034,1.095238095,1.1875,1.15625,1,1,2.0625,1.72972973,1.333333333,2,1.55,2.166666667,1.8,1.75862069,1.6,1.157894737,1.235294118,1.125,1.166666667,2.375,1.470588235,On-time,On-time,On-time,Early,Early,Early,Early,On-time,On-time,On-time,Early,On-time,Early,Early,Early,Early,Late,Late,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early
2,52.36,36,34,36,75,64,63,20,15,Other,Other,M,25-34,English,Native speaker,Asia,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2.5,Somewhat confident,Somewhat confident,7 - Strongly Agree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Somewhat unconfident,Somewhat confident,7 - Strongly Agree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,Neither confident nor unconfident,12 - 15 hours per week,All 26,All of them,A couple times a month,1,1,0,0,0,0,0,0,1 - Never,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,45870,2.523291925,0.090909091,1.575757576,2.088235294,3.473684211,0.939393939,2.275862069,3.047619048,2.375,2.40625,1.970588235,2.958333333,2.375,2.243243243,4.444444444,4.863636364,4.15,2.722222222,2.266666667,5.965517241,2.3,1.210526316,2.352941176,1.958333333,1.666666667,2.4375,2.823529412,On-time,On-time,On-time,Early,Early,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,Late,Late,Early,Early,On-time
2,53.74,37,32,29,63,43,42,94,12,Other,USA,M,25-34,Non-English,Fully fluent non-native,North American,Non Primary Computing,Doctoral Degree,15-18 hours per week,Yes,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,4,Somewhat confident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Neither confident nor unconfident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,18 - 21 hours per week,20 to 25,Most of them,Once per day,1,0,0,0,0,0,0,0,2 - Rarely,2 - Rarely,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,Never,Rarely,0,87,0,23,310,25115,1.545031056,0,0,1.588235294,1.526315789,1.757575758,1.24137931,1.952380952,2.5,1.46875,1.529411765,2.458333333,2.916666667,2.054054054,2.111111111,2.181818182,1.5,0.722222222,0.566666667,1.034482759,0,0,3.176470588,1.166666667,5.333333333,0,2.411764706,Unknown,Unknown,On-time,Early,Early,Late,On-time,Late,Late,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Unknown,Unknown,On-time,Late,Late,Unknown,Early,On-time
2,59.69,23,31,30,74,57,67,94,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,12.5,1,0,4,Neither confident nor unconfident,Somewhat confident,4 - Neither Agree nor Disagree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Neither confident nor unconfident,Somewhat confident,4 - Neither Agree nor Disagree,6 - Agree,1,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,61,0,15,145,24632,0.968944099,1.318181818,1.848484848,1.941176471,2,1.848484848,0.482758621,2.380952381,2,2,0,1.541666667,0.479166667,0,0,1.272727273,1.5,0,0,1.137931034,1.2,1.789473684,0,0,0,0,0,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,Unknown,On-time,On-time,Unknown,Unknown,On-time,Late,Unknown,Unknown,On-time,On-time,On-time,Unknown,Unknown,Unknown,Unknown,Unknown,On-time
3,70.07,36,37,36,83,79,74,98,16,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Masters Degree,9-12 hours per week,Yes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,Very confident,Very confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,1,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,Very confident,Neither confident nor unconfident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,1,0,1,0,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Multiple times daily,1,0,0,1,0,0,0,0,1 - Never,1 - Never,4 - Frequently,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Never,Never,5,137,7,220,546,80184,3.175465839,1.409090909,1.090909091,3.264705882,3,3.545454545,2.689655172,5.142857143,5.8125,4.09375,1.352941176,3.833333333,1.625,7.405405405,2.777777778,4.272727273,6.4,4.722222222,1.9,3.068965517,2.55,3.842105263,1.411764706,1.375,1.5,1.8125,3.647058824,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Late,Early,Early,On-time,Early,Early,Early,Early,Early,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early
2,58.77,30,30,29,75,55,55,100,11,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,Neither confident nor unconfident,Somewhat confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Very unconfident,Somewhat unconfident,6 - Agree,5 - Agree Slightly,0,0,0,0,0,0,0,0,Very unconfident,9 - 12 hours per week,20 to 25,Most of them,Once per week,0,0,0,0,0,0,0,0,1 - Never,4 - Frequently,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,3 - Occasionally,Never,Never,0,38,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,73.89,39,33,38,98,87,81,93,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,7.5,3,0,1,Neither confident nor unconfident,Neither confident nor unconfident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Somewhat confident,Neither confident nor unconfident,7 - Strongly Agree,4 - Neither Agree nor Disagree,1,0,0,1,0,0,0,0,Neither confident nor unconfident,9 - 12 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,1 - Never,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,4 - Frequently,3 - Occasionally,1 - Never,3 - Occasionally,Never,Never,0,0,0,0,0,50947,1.395962733,1.272727273,1.181818182,1.647058824,1.789473684,1.090909091,1.344827586,1.238095238,1.875,1.34375,1.470588235,1.625,1.020833333,1.918918919,1.611111111,1.136363636,1.2,1.444444444,1.366666667,1.931034483,1.35,1.315789474,1,1.333333333,1.083333333,1.375,1.294117647,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,On-time,Early,Early,Early,Early
3,66.25,34,24,32,86,81,83,81,13,China,USA,M,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Doctoral Degree,12-15 hours per week,Yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.5,2,0,2.5,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,1,0,1,1,0,0,0,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Neither confident nor unconfident,Very confident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,1,0,0,0,Very confident,18 - 21 hours per week,All 26,All of them,A few times a week,0,0,0,0,1,0,0,0,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,5 - Always,1 - Never,4 - Frequently,Never,Rarely,0,0,0,0,0,60726,2.01863354,3.272727273,1.242424242,1.5,2.578947368,1.363636364,1.896551724,3.523809524,1.75,2.4375,2.470588235,1.833333333,2.041666667,1.945945946,3,3.045454545,2.2,3.222222222,1.666666667,1.275862069,1.15,1.736842105,1.705882353,1.416666667,1.666666667,1.5625,2.058823529,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,On-time,Early,Late,Late,Late,Late,On-time,On-time,On-time,Early,On-time,Early,Early,Early,Early
0,25.64,32,38,37,28,19,0,0,14,Other,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2.5,Very unconfident,Somewhat confident,3 - Disagree Slightly,6 - Agree,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,Very unconfident,Neither confident nor unconfident,2 - Disagree,5 - Agree Slightly,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,16,1,2,54,31662,1.150621118,1.090909091,1.181818182,1.205882353,0.894736842,1.03030303,1.068965517,1.904761905,1.0625,1.90625,1.794117647,1.833333333,1.625,1.702702703,0.388888889,1.590909091,1.55,1.611111111,0.1,0,0,0,0.588235294,0.125,0,1.5,2.882352941,On-time,Late,Late,On-time,On-time,Late,On-time,On-time,On-time,Late,Late,Late,Late,On-time,Late,Late,Late,Late,Unknown,Unknown,Unknown,Late,Late,Unknown,On-time,On-time,Late
3,62.13,28,27,33,77,63,71,95,13,Other,USA,F,18-24,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,No,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,4,Somewhat confident,Somewhat confident,N/A - I have not used Piazza significantly.,5 - Agree Slightly,0,0,0,0,0,0,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Somewhat confident,Somewhat unconfident,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,0,0,0,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,A few times a week,0,0,0,0,0,0,0,0,1 - Never,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,4 - Frequently,5 - Always,2 - Rarely,No Answer,Never,Never,0,89,3,21,325,46735,2.045031056,2.136363636,1.909090909,1.5,2.473684211,2.878787879,2,2.523809524,1.875,1.96875,1.529411765,2.291666667,1.875,2.324324324,2.444444444,2.090909091,1.85,1.611111111,1.633333333,1.517241379,2.1,2.684210526,1.941176471,2.458333333,2.416666667,1.9375,1.941176471,On-time,On-time,On-time,Early,Early,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,On-time,Late,Late,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,On-time
3,63.81,30,34,33,98,67,66,78,12,Canada,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.5,1,0,1,Somewhat confident,Somewhat confident,5 - Agree Slightly,4 - Neither Agree nor Disagree,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,Very confident,Somewhat confident,7 - Strongly Agree,4 - Neither Agree nor Disagree,0,0,0,0,0,0,0,0,Neither confident nor unconfident,6 - 9 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,1 - Never,1 - Never,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,Never,Occasionally,0,23,0,6,116,49741,1.375776398,1.363636364,1.151515152,1.441176471,1.421052632,1.363636364,1.172413793,1.523809524,2,1.34375,1.117647059,1.25,0.979166667,1.513513514,1.722222222,1.5,3.35,1.444444444,1.3,1,1.6,1.684210526,1.058823529,1.041666667,1.166666667,1.125,1.235294118,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,Early,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Early,Early,On-time
2,58.47,30,23,23,85,68,61,84,9,USA,USA,F,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,4,1,10,Neither confident nor unconfident,Neither confident nor unconfident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Somewhat confident,Neither confident nor unconfident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Somewhat unconfident,21 or more hours per week,All 26,Around half of them,A few times a week,1,0,0,0,0,0,0,0,4 - Frequently,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,Occasionally,Frequently,0,0,0,0,0,11998,0.403726708,1.363636364,1.212121212,0.588235294,0.052631579,0.121212121,0.379310345,1.904761905,1.125,0.375,0.205882353,0.041666667,0,0,1.611111111,0.363636364,0.8,0,0.433333333,0,0,0,0.352941176,0,0.25,0,0.058823529,On-time,On-time,Late,Late,Late,Late,On-time,On-time,On-time,Late,Late,Unknown,Unknown,Early,Early,Early,Unknown,On-time,Unknown,Unknown,Unknown,Late,Unknown,Late,Unknown,Early,Unknown
3,61.83,30,35,30,92,60,68,76,14,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,10,Very confident,Somewhat confident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Very confident,Neither confident nor unconfident,5 - Agree Slightly,5 - Agree Slightly,0,0,0,0,0,0,0,0,Somewhat confident,21 or more hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,1 - Never,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,3 - Occasionally,Never,Never,0,0,0,0,0,39240,1.209627329,1.363636364,1.181818182,2.147058824,1.473684211,1.181818182,1.379310345,1.857142857,1.0625,1.1875,1.323529412,1.291666667,1.3125,1.135135135,1.333333333,1.136363636,1.1,1.222222222,1.066666667,1.620689655,1.3,1.842105263,0,0,0,1.375,0,On-time,On-time,On-time,Early,Early,On-time,Early,Early,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,Early,On-time,On-time,Unknown,Unknown,Unknown,Early,Unknown,On-time
2,59.38,32,40,40,69,54,39,100,15,USA,Other,M,25-34,English,Native speaker,Europe,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7.5,Somewhat confident,Neither confident nor unconfident,7 - Strongly Agree,7 - Strongly Agree,1,0,1,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No Answer,Somewhat confident,6 - Agree,5 - Agree Slightly,1,0,1,0,0,0,0,0,Very unconfident,15 - 18 hours per week,All 26,Most of them,Once per day,1,0,1,0,0,0,0,0,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,Rarely,Frequently,0,0,0,0,0,24449,1.172360248,2.954545455,0.242424242,1.705882353,1.684210526,1.878787879,1.068965517,3.428571429,2.375,2,1.117647059,1.041666667,0.125,0.324324324,1.277777778,0.272727273,0.5,5.277777778,0.766666667,0.517241379,0.3,0.578947368,1,0.541666667,0.166666667,0.875,0.529411765,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,On-time,Early,Late,Early,Late,Early,Early,Late,Early,Early
